t1::A2::der aktienindex::original | t1 | A2 | der Aktienindex | original | Der DAX ist der wichtigste Aktienindex in Deutschland.
t3::B2::überfordert::original | t3 | B2 | überfordert | original | Muchos padres se sienten desbordados.
t3::B2::überfordert::generated | t3 | B2 | überfordert | generated | Viele Eltern sind mit dem Thema überfordert.
t3::B2::gesetzlich::original | t3 | B2 | gesetzlich | original | Algunos estados federales debaten restricciones legales.
t3::B2::gesetzlich::generated | t3 | B2 | gesetzlich | generated | Gesetzliche Maßnahmen werden diskutiert.
t3::C1::german::original | t3 | C1 | german | original | example_sentence_de
t3::C1::german::generated | t3 | C1 | german | generated | example_sentence_de_generated
t3::C1::die rahmungsverzerrung::original | t3 | C1 | die Rahmungsverzerrung | original | Die Debatte leidet an einer grundlegenden Rahmungsverzerrung.
t3::C1::die rahmungsverzerrung::generated | t3 | C1 | die Rahmungsverzerrung | generated | Die Rahmungsverzerrung verdeckt die eigentlichen Ursachen.
t3::C1::die nutzerbindung::original | t3 | C1 | die Nutzerbindung | original | Die strukturellen Ursachen sind die bewusste Konstruktion maximaler Nutzerbindung.
t3::C1::die nutzerbindung::generated | t3 | C1 | die Nutzerbindung | generated | Nutzerbindung ist das Geschäftsmodell der Plattformen.
t3::C1::der inhaltsstream::original | t3 | C1 | der Inhaltsstream | original | Personalisierte Inhaltsströme sind die Geschäftsgrundlage digitaler Plattformen.
t3::C1::der inhaltsstream::generated | t3 | C1 | der Inhaltsstream | generated | Personalisierte Inhaltsströme halten Nutzer stundenlang aktiv.
t3::C1::die asymmetrie::original | t3 | C1 | die Asymmetrie | original | Die Forderung ignoriert die Asymmetrie zwischen Nutzern und Verhaltenseningenieuren.
t3::C1::die asymmetrie::generated | t3 | C1 | die Asymmetrie | generated | Die Asymmetrie zwischen Nutzer und Plattform ist strukturell.
t3::C1::die impulskontrolle::original | t3 | C1 | die Impulskontrolle | original | Das präfrontale Kortex ist für Impulskontrolle zuständig.
t3::C1::die impulskontrolle::generated | t3 | C1 | die Impulskontrolle | generated | Jugendliche haben noch wenig entwickelte Impulskontrolle.
t3::C1::die resilienz::original | t3 | C1 | die Resilienz | original | Ein 13-Jähriger soll kognitive Resilienz gegen diese Systeme entwickeln.
t3::C1::die resilienz::generated | t3 | C1 | die Resilienz | generated | Kognitive Resilienz kann durch Medienkompetenz gestärkt werden.
t3::C1::die externalität::original | t3 | C1 | die Externalität | original | Der Markt produziert klare negative Externalitäten.
t3::C1::die externalität::generated | t3 | C1 | die Externalität | generated | Negative Externalitäten rechtfertigen staatliche Regulierung.
t3::C1::monopolisieren::original | t3 | C1 | monopolisieren | original | Los mecanismos están diseñados para monopolizar la atención.
t3::C1::monopolisieren::generated | t3 | C1 | monopolisieren | generated | Plattformen monopolisieren die Zeit der Nutzer.
t3::C1::reifen::original | t3 | C1 | reifen | original | La corteza prefrontal madura completamente hacia los 25 años.
t3::C1::reifen::generated | t3 | C1 | reifen | generated | Das Gehirn reift bei Jugendlichen noch.
t3::C1::in die pflicht nehmen::original | t3 | C1 | in die Pflicht nehmen | original | Lo que falta es una política regulatoria que haga responsables a los proveedores de plataformas.
t3::C1::in die pflicht nehmen::generated | t3 | C1 | in die Pflicht nehmen | generated | Der Staat muss Technologiekonzerne in die Pflicht nehmen.
t3::C1::algorithmisch::original | t3 | C1 | algorithmisch | original | La escalada algorítmica de contenidos emocionales es la base del negocio.
t3::C1::algorithmisch::generated | t3 | C1 | algorithmisch | generated | Algorithmische Systeme steuern den Konsum digitaler Inhalte.
t3::C1::institutionalisiert::original | t3 | C1 | institutionalisiert | original | La asimetría entre usuarios e ingenieros del comportamiento institucionalizados.
t3::C1::institutionalisiert::generated | t3 | C1 | institutionalisiert | generated | Die Manipulation durch institutionalisierte Systeme ist schwer zu erkennen.
t3::C1::präfrontal::original | t3 | C1 | präfrontal | original | La corteza prefrontal es responsable del control de impulsos.
t3::C1::präfrontal::generated | t3 | C1 | präfrontal | generated | Der präfrontale Kortex reift bei Jugendlichen noch.
t3::C1::kognitiv::original | t3 | C1 | kognitiv | original | Un chico de 13 años debe desarrollar resiliencia cognitiva.
t3::C1::kognitiv::generated | t3 | C1 | kognitiv | generated | Die kognitiven Fähigkeiten junger Menschen werden durch Handysucht beeinträchtigt.
t3::C1::standardmässig::original | t3 | C1 | standardmäßig | original | Lo que falta son límites de uso estándar para menores.
t3::C1::standardmässig::generated | t3 | C1 | standardmäßig | generated | Standardmäßige Grenzen schützen Minderjährige besser.
t3::C1::transparent::original | t3 | C1 | transparent | original | Lo que falta son algoritmos transparentes.
t3::C1::transparent::generated | t3 | C1 | transparent | generated | Plattformen sollten transparente Algorithmen verwenden.
t3::C1::strukturell::original | t3 | C1 | strukturell | original | Las causas estructurales permanecen en segundo plano.
t3::C1::strukturell::generated | t3 | C1 | strukturell | generated | Das ist ein strukturelles Problem, kein individuelles.
t3::C1::bewusst::original | t3 | C1 | bewusst | original | La construcción consciente de la máxima fidelización del usuario por parte de las tecnológicas.
t3::C1::bewusst::generated | t3 | C1 | bewusst | generated | Die bewusste Manipulation der Nutzer ist das eigentliche Problem.
t3::C1::negativ::original | t3 | C1 | negativ | original | El mercado produce claras externalidades negativas.
t3::C1::negativ::generated | t3 | C1 | negativ | generated | Die negativen Auswirkungen auf Jugendliche sind gut belegt.
t3::C1::individuell::original | t3 | C1 | individuell | original | El debate se trata como una cuestión de autocontrol individual.
t3::C1::individuell::generated | t3 | C1 | individuell | generated | Das ist keine individuelle Schwäche, sondern ein strukturelles Problem.
t4::A2::german::original | t4 | A2 | german | original | example_sentence_de
t4::A2::german::generated | t4 | A2 | german | generated | example_sentence_de_generated
t4::A2::die waffenruhe::original | t4 | A2 | die Waffenruhe | original | Es gibt eine Waffenruhe zwischen den USA und dem Iran.
t4::A2::die waffenruhe::generated | t4 | A2 | die Waffenruhe | generated | Die Waffenruhe ist eine gute Nachricht für die Wirtschaft.
t4::A2::der krieg::original | t4 | A2 | der Krieg | original | Der Krieg hat den deutschen Firmen Probleme gemacht.
t4::A2::der krieg::generated | t4 | A2 | der Krieg | generated | Der Krieg hat den Export stark belastet.
t4::A2::die ware::original | t4 | A2 | die Ware | original | Es war schwer, Waren in andere Länder zu verkaufen.
t4::A2::die ware::generated | t4 | A2 | die Ware | generated | Die Waren konnten nicht exportiert werden.
t4::A2::der export::original | t4 | A2 | der Export | original | Es war schwer, Waren in andere Länder zu verkaufen. Das nennt man Export.
t4::A2::der export::generated | t4 | A2 | der Export | generated | Der Export ist sehr wichtig für Deutschland.
t4::A2::die firma::original | t4 | A2 | die Firma | original | Der Krieg hat den deutschen Firmen Probleme gemacht.
t4::A2::die firma::generated | t4 | A2 | die Firma | generated | Viele Firmen haben wegen des Krieges Verluste gemacht.
t4::A2::die nachricht::original | t4 | A2 | die Nachricht | original | Das ist eine gute Nachricht.
t4::A2::die nachricht::generated | t4 | A2 | die Nachricht | generated | Das ist eine gute Nachricht für die Wirtschaft.
t4::A2::kämpfen::original | t4 | A2 | kämpfen | original | Los dos países no están combatiendo por ahora.
t4::A2::kämpfen::generated | t4 | A2 | kämpfen | generated | Die Länder haben lange gekämpft.
t4::A2::hoffen::original | t4 | A2 | hoffen | original | Muchas empresas esperan que las cosas mejoren.
t4::A2::hoffen::generated | t4 | A2 | hoffen | generated | Wir hoffen auf eine schnelle Erholung.
t4::A2::verkaufen::original | t4 | A2 | verkaufen | original | Era difícil vender mercancías a otros países.
t4::A2::verkaufen::generated | t4 | A2 | verkaufen | generated | Deutschland verkauft viele Waren ins Ausland.
t4::A2::gut::original | t4 | A2 | gut | original | Es una buena noticia.
t4::A2::gut::generated | t4 | A2 | gut | generated | Das ist eine gute Entwicklung für alle.
t4::A2::schwer::original | t4 | A2 | schwer | original | Era difícil vender mercancías a otros países.
t4::A2::schwer::generated | t4 | A2 | schwer | generated | Der Export war sehr schwer.
t4::A2::beide::original | t4 | A2 | beide | original | Los dos países no están combatiendo por ahora.
t4::A2::beide::generated | t4 | A2 | beide | generated | Beide Länder haben die Waffenruhe vereinbart.
t4::A2::deutsch::original | t4 | A2 | deutsch | original | La guerra ha causado problemas a las empresas alemanas.
t4::A2::deutsch::generated | t4 | A2 | deutsch | generated | Die deutschen Firmen sind betroffen.
t4::A2::besser::original | t4 | A2 | besser | original | Muchas empresas esperan que las cosas mejoren.
t4::A2::besser::generated | t4 | A2 | besser | generated | Die Lage wird langsam besser.
t4::A2::wichtig::original | t4 | A2 | wichtig | original | La exportación es muy importante para Alemania.
t4::A2::wichtig::generated | t4 | A2 | wichtig | generated | Das ist eine wichtige Nachricht für die Wirtschaft.
t4::B1::german::original | t4 | B1 | german | original | example_sentence_de
t4::B1::german::generated | t4 | B1 | german | generated | example_sentence_de_generated
t4::B1::der exporteur::original | t4 | B1 | der Exporteur | original | Die Waffenruhe hat bei deutschen Exporteuren Hoffnung geweckt.
t4::B1::der exporteur::generated | t4 | B1 | der Exporteur | generated | Viele Exporteure hoffen auf eine schnelle Erholung.
t4::B1::die lieferkette::original | t4 | B1 | die Lieferkette | original | Viele Lieferketten wurden unterbrochen.
t4::B1::die lieferkette::generated | t4 | B1 | die Lieferkette | generated | Die Lieferketten sind durch den Krieg stark gestört worden.
t4::B1::die schifffahrtsroute::original | t4 | B1 | die Schifffahrtsroute | original | Die Straße von Hormus ist eine der wichtigsten Schifffahrtsrouten der Welt.
t4::B1::die schifffahrtsroute::generated | t4 | B1 | die Schifffahrtsroute | generated | Die Blockade wichtiger Schifffahrtsrouten schadet dem Handel.
t4::B1::die blockade::original | t4 | B1 | die Blockade | original | Besonders durch die Blockade der Straße von Hormus.
t4::B1::die blockade::generated | t4 | B1 | die Blockade | generated | Die Blockade hat den Welthandel stark belastet.
t4::B1::die versicherungsprämie::original | t4 | B1 | die Versicherungsprämie | original | Die Versicherungsprämien für Seefrachten wurden stark erhöht.
t4::B1::die versicherungsprämie::generated | t4 | B1 | die Versicherungsprämie | generated | Hohe Versicherungsprämien belasten die Exporteure zusätzlich.
t4::B1::die erholung::original | t4 | B1 | die Erholung | original | Eine schnelle Erholung ist möglich, aber nicht garantiert.
t4::B1::die erholung::generated | t4 | B1 | die Erholung | generated | Die wirtschaftliche Erholung wird Zeit brauchen.
t4::B1::der maschinenbau::original | t4 | B1 | der Maschinenbau | original | Branchen wie Maschinenbau, Chemie und Automobil sind besonders betroffen.
t4::B1::der maschinenbau::generated | t4 | B1 | der Maschinenbau | generated | Der Maschinenbau leidet besonders unter den Exportrückgängen.
t4::B1::wecken::original | t4 | B1 | wecken | original | El alto el fuego ha despertado esperanza en las empresas alemanas.
t4::B1::wecken::generated | t4 | B1 | wecken | generated | Die Nachricht hat Hoffnung geweckt.
t4::B1::stornieren::original | t4 | B1 | stornieren | original | Muchos contratos fueron cancelados.
t4::B1::stornieren::generated | t4 | B1 | stornieren | generated | Die Aufträge wurden wegen des Krieges storniert.
t4::B1::unterbrechen::original | t4 | B1 | unterbrechen | original | Muchas cadenas de suministro fueron interrumpidas.
t4::B1::unterbrechen::generated | t4 | B1 | unterbrechen | generated | Der Krieg hat die Lieferketten unterbrochen.
t4::B1::rechnen mit::original | t4 | B1 | rechnen mit | original | La BGA cuenta con que las consecuencias aún se notarán.
t4::B1::rechnen mit::generated | t4 | B1 | rechnen mit | generated | Experten rechnen mit einer langsamen Erholung.
t4::B1::wirtschaftlich::original | t4 | B1 | wirtschaftlich | original | Las consecuencias económicas siguen siendo perceptibles.
t4::B1::wirtschaftlich::generated | t4 | B1 | wirtschaftlich | generated | Die wirtschaftlichen Folgen des Krieges sind erheblich.
t4::B1::global::original | t4 | B1 | global | original | La guerra había perjudicado gravemente el comercio global.
t4::B1::global::generated | t4 | B1 | global | generated | Der globale Handel ist durch den Konflikt gestört.
t4::B1::spürbar::original | t4 | B1 | spürbar | original | Las consecuencias económicas siguen siendo perceptibles.
t4::B1::spürbar::generated | t4 | B1 | spürbar | generated | Der Rückgang der Exporte ist deutlich spürbar.
t4::B1::garantiert::original | t4 | B1 | garantiert | original | Una recuperación rápida es posible, pero no está garantizada.
t4::B1::garantiert::generated | t4 | B1 | garantiert | generated | Eine schnelle Erholung ist nicht garantiert.
t4::B2::german::original | t4 | B2 | german | original | example_sentence_de
t4::B2::german::generated | t4 | B2 | german | generated | example_sentence_de_generated
t4::B2::die entspannung::original | t4 | B2 | die Entspannung | original | Die Entspannung kommt für die deutsche Exportwirtschaft zu einem kritischen Zeitpunkt.
t4::B2::die entspannung::generated | t4 | B2 | die Entspannung | generated | Die Entspannung der geopolitischen Lage hilft der Wirtschaft.
t4::B2::die bedrohung::original | t4 | B2 | die Bedrohung | original | Die Waffenruhe hat die unmittelbarste Bedrohung für die Handelsrouten entschärft.
t4::B2::die bedrohung::generated | t4 | B2 | die Bedrohung | generated | Die Bedrohung für den globalen Handel bleibt real.
t4::B2::der einbruch::original | t4 | B2 | der Einbruch | original | Der Einbruch der Auslandsumsätze beträgt 8,3 Prozent.
t4::B2::der einbruch::generated | t4 | B2 | der Einbruch | generated | Der Einbruch der Exporte hat die Wirtschaft getroffen.
