t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t2::C1::der petrodollar::generated | t2 | C1 | der Petrodollar | generated | Nicht jeder Verein hat Zugang zu Petrodollars.
t2::C1::nahelegen::original | t2 | C1 | nahelegen | original | Los datos sugieren: bajo ciertas condiciones, sí.
t2::C1::nahelegen::generated | t2 | C1 | nahelegen | generated | Die Ergebnisse legen nahe, dass das Modell funktioniert.
t2::C1::repräsentieren::original | t2 | C1 | repräsentieren | original | El proyecto del club representa un modelo alternativo estructural.
t2::C1::repräsentieren::generated | t2 | C1 | repräsentieren | generated | Freiburg repräsentiert eine andere Art, Fußball zu betreiben.
t2::C1::aufwerfen::original | t2 | C1 | aufwerfen | original | Eso plantea una pregunta que va más allá del deporte.
t2::C1::aufwerfen::generated | t2 | C1 | aufwerfen | generated | Der Erfolg wirft grundlegende Fragen über den Fußball auf.
t2::C1::symptomatisch::original | t2 | C1 | symptomatisch | original | Johan Manzambi es sintomático de este enfoque.
t2::C1::symptomatisch::generated | t2 | C1 | symptomatisch | generated | Sein Fall ist symptomatisch für das Freiburg-Modell.
t2::C1::finanzdominiert::original | t2 | C1 | finanzdominiert | original | En el mundo del fútbol europeo cada vez más dominado por el dinero.
t2::C1::finanzdominiert::generated | t2 | C1 | finanzdominiert | generated | Der moderne Fußball ist zunehmend finanzdominiert.
t2::C1::wettbewerbsfähig::original | t2 | C1 | wettbewerbsfähig | original | La inteligencia estructural puede ser competitiva también sin petrodólares.
t2::C1::wettbewerbsfähig::generated | t2 | C1 | wettbewerbsfähig | generated | Freiburg ist wettbewerbsfähig ohne große Investitionen.
t2::C1::vorläufig::original | t2 | C1 | vorläufig | original | Este es el punto álgido provisional del proyecto del club.
t2::C1::vorläufig::generated | t2 | C1 | vorläufig | generated | Das ist der vorläufige Höhepunkt einer bemerkenswerten Saison.
t2::C1::gezielt::original | t2 | C1 | gezielt | original | Manzambi fue promovido de forma específica en la propia cantera.
t2::C1::gezielt::generated | t2 | C1 | gezielt | generated | Er wurde gezielt auf die große Bühne vorbereitet.
t2::C1::institutionell::original | t2 | C1 | institutionell | original | El resultado es el fruto de la paciencia institucional.
t2::C1::institutionell::generated | t2 | C1 | institutionell | generated | Das institutionelle Modell von Freiburg ist einzigartig.
t2::C1::effizient::original | t2 | C1 | effizient | original | Freiburg gestiona una de las secciones de cantera más eficientes de la Bundesliga.
t2::C1::effizient::generated | t2 | C1 | effizient | generated | Die Nachwuchsarbeit ist sehr effizient organisiert.
t2::C1::vereinbar::original | t2 | C1 | vereinbar | original | ¿Son compatibles la gestión sostenible y el éxito deportivo?
t2::C1::vereinbar::generated | t2 | C1 | vereinbar | generated | Nachhaltigkeit und Erfolg sind vereinbar.
t2::C1::nachhaltig::original | t2 | C1 | nachhaltig | original | ¿Son compatibles la gestión sostenible y el éxito deportivo?
t2::C1::nachhaltig::generated | t2 | C1 | nachhaltig | generated | Nachhaltiges Wirtschaften ist der Kern des Freiburg-Modells.
t2::C1::strukturell::original | t2 | C1 | strukturell | original | El proyecto del club representa un modelo alternativo estructural.
t2::C1::strukturell::generated | t2 | C1 | strukturell | generated | Das ist ein struktureller Vorteil gegenüber anderen Vereinen.
t3::A2::german::original | t3 | A2 | german | original | example_sentence_de
t3::A2::german::generated | t3 | A2 | german | generated | example_sentence_de_generated
t3::A2::das handy::original | t3 | A2 | das Handy | original | Viele Jugendliche benutzen ihr Handy sehr viel.
t3::A2::das handy::generated | t3 | A2 | das Handy | generated | Das Handy ist immer dabei.
t3::A2::die handysucht::original | t3 | A2 | die Handysucht | original | Das nennt man Handysucht.
t3::A2::die handysucht::generated | t3 | A2 | die Handysucht | generated | Handysucht ist ein großes Problem bei Jugendlichen.
t3::A2::das problem::original | t3 | A2 | das Problem | original | Handysucht ist ein Problem.
t3::A2::das problem::generated | t3 | A2 | das Problem | generated | Das ist ein großes Problem für viele Familien.
t3::A2::die sorge::original | t3 | A2 | die Sorge | original | Die Eltern machen sich Sorgen.
t3::A2::die sorge::generated | t3 | A2 | die Sorge | generated | Die Eltern haben große Sorgen wegen des Handys.
t3::A2::der freund::original | t3 | A2 | der Freund | original | Die Kinder treffen sich seltener mit Freunden.
t3::A2::der freund::generated | t3 | A2 | der Freund | generated | Er trifft sich weniger mit seinen Freunden.
t3::A2::der experte::original | t3 | A2 | der Experte | original | Experten sagen: Man soll das Handy nicht mehr als zwei Stunden benutzen.
t3::A2::der experte::generated | t3 | A2 | der Experte | generated | Der Experte empfiehlt eine Bildschirmzeit-Grenze.
t3::A2::der abend::original | t3 | A2 | der Abend | original | Am Abend soll man das Handy früh weglegen.
t3::A2::der abend::generated | t3 | A2 | der Abend | generated | Am Abend legt er sein Handy weg.
t3::A2::benutzen::original | t3 | A2 | benutzen | original | Muchos jóvenes usan su móvil muchísimo.
t3::A2::benutzen::generated | t3 | A2 | benutzen | generated | Er benutzt das Handy zu viel.
t3::A2::schlafen::original | t3 | A2 | schlafen | original | Los niños duermen mal.
t3::A2::schlafen::generated | t3 | A2 | schlafen | generated | Sie schläft schlecht wegen des Handys.
t3::A2::weglegen::original | t3 | A2 | weglegen | original | Por la noche se debe dejar el móvil pronto.
t3::A2::weglegen::generated | t3 | A2 | weglegen | generated | Leg das Handy weg und schlaf!
t3::A2::süchtig::original | t3 | A2 | süchtig | original | Muchos jóvenes son adictos a su móvil.
t3::A2::süchtig::generated | t3 | A2 | süchtig | generated | Er ist süchtig nach Social Media.
t3::A2::gesund::original | t3 | A2 | gesund | original | Eso es saludable.
t3::A2::gesund::generated | t3 | A2 | gesund | generated | Weniger Handyzeit ist gesund.
t3::A2::schlecht::original | t3 | A2 | schlecht | original | Los niños duermen mal.
t3::A2::schlecht::generated | t3 | A2 | schlecht | generated | Schlechter Schlaf ist ein Problem.
t3::A2::selten::original | t3 | A2 | selten | original | Los niños se ven menos con amigos.
t3::A2::selten::generated | t3 | A2 | selten | generated | Er trifft Freunde immer seltener.
t3::A2::jung::original | t3 | A2 | jung | original | Muchos niños y jóvenes usan su móvil muchísimo.
t3::A2::jung::generated | t3 | A2 | jung | generated | Junge Menschen sind besonders betroffen.
t3::B1::german::original | t3 | B1 | german | original | example_sentence_de
t3::B1::german::generated | t3 | B1 | german | generated | example_sentence_de_generated
t3::B1::die studie::original | t3 | B1 | die Studie | original | Eine neue Studie zeigt: Mehr als ein Drittel der Jugendlichen zeigt Anzeichen von Handysucht.
t3::B1::die studie::generated | t3 | B1 | die Studie | generated | Die Studie zeigt alarmierende Ergebnisse.
t3::B1::der schlafmangel::original | t3 | B1 | der Schlafmangel | original | Die Folgen sind deutlich: Schlafmangel und schlechtere Schulleistungen.
t3::B1::der schlafmangel::generated | t3 | B1 | der Schlafmangel | generated | Schlafmangel ist eine häufige Folge der Handysucht.
t3::B1::die aufmerksamkeit::original | t3 | B1 | die Aufmerksamkeit | original | Die Algorithmen sind darauf ausgelegt, die Aufmerksamkeit so lange wie möglich zu halten.
t3::B1::die aufmerksamkeit::generated | t3 | B1 | die Aufmerksamkeit | generated | Die Aufmerksamkeit der Jugendlichen wird von Apps gesteuert.
t3::B1::die medienkompetenz::original | t3 | B1 | die Medienkompetenz | original | Schulen sollen das Thema Medienkompetenzen stärker in den Unterricht integrieren.
t3::B1::die medienkompetenz::generated | t3 | B1 | die Medienkompetenz | generated | Medienkompetenz ist heute eine wichtige Fähigkeit.
t3::B1::das verbot::original | t3 | B1 | das Verbot | original | Experten empfehlen gemeinsame Regeln statt Verbote.
t3::B1::das verbot::generated | t3 | B1 | das Verbot | generated | Verbote allein lösen das Problem nicht.
t3::B1::die nutzungszeit::original | t3 | B1 | die Nutzungszeit | original | Social-Media-Apps sind für die langen Nutzungszeiten verantwortlich.
t3::B1::die nutzungszeit::generated | t3 | B1 | die Nutzungszeit | generated | Die durchschnittliche Nutzungszeit steigt jedes Jahr.
t3::B1::die gewohnheit::original | t3 | B1 | die Gewohnheit | original | Das Smartphone wird zur Gewohnheit.
t3::B1::die gewohnheit::generated | t3 | B1 | die Gewohnheit | generated | Das Handy täglich zu benutzen ist eine schlechte Gewohnheit.
t3::B1::ansprechen::original | t3 | B1 | ansprechen | original | Muchos padres no saben cómo abordar el tema.
t3::B1::ansprechen::generated | t3 | B1 | ansprechen | generated | Eltern müssen das Thema offen ansprechen.
t3::B1::integrieren::original | t3 | B1 | integrieren | original | Las escuelas deben integrar más el tema en las clases.
t3::B1::integrieren::generated | t3 | B1 | integrieren | generated | Das Thema sollte in den Unterricht integriert werden.
t3::B1::greifen zu::original | t3 | B1 | greifen zu | original | Recurren al móvil de media cada siete minutos.
t3::B1::greifen zu::generated | t3 | B1 | greifen zu | generated | Er greift zum Handy, sobald er eine Minute frei hat.
t3::B1::problematisch::original | t3 | B1 | problematisch | original | Más de un tercio muestra señales de uso problemático del smartphone.
t3::B1::problematisch::generated | t3 | B1 | problematisch | generated | Das ist eine problematische Entwicklung.
t3::B1::sozial::original | t3 | B1 | sozial | original | Hay menos contactos sociales en el mundo real.
t3::B1::sozial::generated | t3 | B1 | sozial | generated | Soziale Kontakte leiden unter der Handysucht.
t3::B1::gemeinsam::original | t3 | B1 | gemeinsam | original | Los expertos recomiendan reglas conjuntas en lugar de prohibiciones.
t3::B1::gemeinsam::generated | t3 | B1 | gemeinsam | generated | Gemeinsame Regeln helfen mehr als Verbote.
t3::B1::durchschnittlich::original | t3 | B1 | durchschnittlich | original | Recurren al móvil de media cada siete minutos.
t3::B1::durchschnittlich::generated | t3 | B1 | durchschnittlich | generated | Jugendliche nutzen ihr Handy durchschnittlich fünf Stunden täglich.
t3::B1::handyfrei::original | t3 | B1 | handyfrei | original | Los expertos recomiendan momentos sin móvil durante las comidas.
t3::B1::handyfrei::generated | t3 | B1 | handyfrei | generated | Handyfreie Zeiten sind wichtig für die Familie.
t3::B2::german::original | t3 | B2 | german | original | example_sentence_de
t3::B2::german::generated | t3 | B2 | german | generated | example_sentence_de_generated
t3::B2::die abhängigkeit::original | t3 | B2 | die Abhängigkeit | original | Digitale Abhängigkeit: Wenn das Smartphone Jugendliche steuert.
t3::B2::die abhängigkeit::generated | t3 | B2 | die Abhängigkeit | generated | Die digitale Abhängigkeit nimmt bei Jugendlichen zu.
t3::B2::die schlafstörung::original | t3 | B2 | die Schlafstörung | original | Die psychologischen Auswirkungen sind: Schlafstörungen und erhöhte Angstzustände.
t3::B2::die schlafstörung::generated | t3 | B2 | die Schlafstörung | generated | Schlafstörungen sind eine häufige Folge exzessiver Handynutzung.
t3::B2::die verstärkung::original | t3 | B2 | die Verstärkung | original | Besonders problematisch gilt die sogenannte variable Verstärkung.
t3::B2::die verstärkung::generated | t3 | B2 | die Verstärkung | generated | Variable Verstärkung macht Apps besonders suchterzeugende.
t3::B2::die benachrichtigung::original | t3 | B2 | die Benachrichtigung | original | Unvorhersehbare Belohnungen – Likes, neue Inhalte, Benachrichtigungen.
t3::B2::die benachrichtigung::generated | t3 | B2 | die Benachrichtigung | generated | Benachrichtigungen unterbrechen die Konzentration ständig.
t3::B2::das hindernis::original | t3 | B2 | das Hindernis | original | Präventionskonzepte stoßen auf strukturelle Hindernisse.
t3::B2::das hindernis::generated | t3 | B2 | das Hindernis | generated | Strukturelle Hindernisse erschweren die Prävention.
t3::B2::die einschränkung::original | t3 | B2 | die Einschränkung | original | Einige Bundesländer diskutieren gesetzliche Einschränkungen für unter 16-Jährige.
t3::B2::die einschränkung::generated | t3 | B2 | die Einschränkung | generated | Gesetzliche Einschränkungen werden in mehreren Ländern diskutiert.
t3::B2::die erhebung::original | t3 | B2 | die Erhebung | original | Die jüngste Erhebung der Bundeszentrale zeichnet ein beunruhigendes Bild.
t3::B2::die erhebung::generated | t3 | B2 | die Erhebung | generated | Die Erhebung zeigt alarmierende Zahlen zur Handynutzung.
t3::B2::hindeuten auf::original | t3 | B2 | hindeuten auf | original | El 34 por ciento cumple criterios que apuntan a un uso problemático.
t3::B2::hindeuten auf::generated | t3 | B2 | hindeuten auf | generated | Die Daten deuten auf ein wachsendes Problem hin.
t3::B2::aktivieren::original | t3 | B2 | aktivieren | original | Las recompensas activan el mismo sistema neurológico de recompensa que los juegos de azar.
t3::B2::aktivieren::generated | t3 | B2 | aktivieren | generated | Likes aktivieren das Belohnungssystem im Gehirn.
t3::B2::steuern::original | t3 | B2 | steuern | original | Cuando el smartphone controla a los jóvenes.
t3::B2::steuern::generated | t3 | B2 | steuern | generated | Algorithmen steuern das Verhalten der Nutzer.
t3::B2::beunruhigend::original | t3 | B2 | beunruhigend | original | El estudio más reciente presenta un panorama preocupante.
t3::B2::beunruhigend::generated | t3 | B2 | beunruhigend | generated | Das ist eine beunruhigende Entwicklung.
t3::B2::neurologisch::original | t3 | B2 | neurologisch | original | Las recompensas activan el mismo sistema neurológico de recompensa.
t3::B2::neurologisch::generated | t3 | B2 | neurologisch | generated | Das neurologische Belohnungssystem reagiert auf Likes.
t3::B2::beträchtlich::original | t3 | B2 | beträchtlich | original | Una parte considerable del uso tiene lugar después de medianoche.
t3::B2::beträchtlich::generated | t3 | B2 | beträchtlich | generated | Ein beträchtlicher Teil der Jugendlichen nutzt das Handy nachts.
t3::B2::überfordert::original | t3 | B2 | überfordert | original | Muchos padres se sienten desbordados.
t3::B2::überfordert::generated | t3 | B2 | überfordert | generated | Viele Eltern sind mit dem Thema überfordert.
